logFC	minuslog10FDR	threshold
Eukaryota;Arthropoda;Malacostraca;Amphipoda;Hyalellidae;Hyalella;Hyalella azteca	-2.19647568948093	0.531120473675338	gray23
Eukaryota;Arthropoda;Malacostraca;Amphipoda;Hyalellidae;Hyalella;unkn. Hyalella(g)	-1.94326270061805	0.824370475542935	gray23
Eukaryota;Arthropoda;Malacostraca;Amphipoda;Hyalellidae;unkn. Hyalellidae(f);unkn. Hyalellidae(f)	-1.4312604356509	0.792338129392499	gray23
Eukaryota;Arthropoda;Malacostraca;Amphipoda;unkn. Amphipoda(o);unkn. Amphipoda(o);unkn. Amphipoda(o)	-1.51609018860108	0.955339326945127	gray23
Eukaryota;Arthropoda;Malacostraca;unkn. Malacostraca(c);unkn. Malacostraca(c);unkn. Malacostraca(c);unkn. Malacostraca(c)	-1.45069118922329	0.830605918147666	gray23
Eukaryota;Arthropoda;unkn. Arthropoda(p);unkn. Arthropoda(p);unkn. Arthropoda(p);unkn. Arthropoda(p);unkn. Arthropoda(p)	0.0243518046037147	0.0237892967952398	gray23
Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;unkn. Botryosphaeriaceae(f);unkn. Botryosphaeriaceae(f)	-0.162167101895568	0.0211450044865615	gray23
Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;unkn. Botryosphaeriales(o);unkn. Botryosphaeriales(o);unkn. Botryosphaeriales(o)	0.693722596513391	0.133904716556798	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Astrosphaeriellaceae;Pithomyces;unkn. Pithomyces(g)	-1.54262850436016	0.292594311304895	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Didymella;Didymella pinodes	-1.85431166617908	0.251521321818549	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;unkn. Didymosphaeriaceae(f);unkn. Didymosphaeriaceae(f)	0.690831395281611	0.0858286471533524	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Halotthiaceae;Brunneoclavispora;Brunneoclavispora bambusae	-3.58606099150778	1.05444997029192	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Leptosphaeria;Leptosphaeria biglobosa	2.23971448225053	0.860219177970033	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Leptosphaeria;Leptosphaeria maculans	1.22354391991888	0.312895131626292	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Leptosphaeria;unkn. Leptosphaeria(g)	0.951152446518521	0.552824592087295	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;unkn. Leptosphaeriaceae(f);unkn. Leptosphaeriaceae(f)	1.12436451524725	0.706894634469205	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Parastagonospora;Parastagonospora nodorum	1.70092111348705	0.98753435793811	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Parastagonospora;unkn. Parastagonospora(g)	1.84882656786888	0.432148549923372	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;unkn. Phaeosphaeriaceae(f);unkn. Phaeosphaeriaceae(f)	1.94806991996205	0.93127144853674	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria alternata	-1.16561713991162	0.560934401316206	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria solani	-0.398287541839468	0.0991454370962185	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;unkn. Alternaria(g)	-0.603178025487707	0.249581390956862	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Bipolaris;unkn. Bipolaris(g)	1.97278612250027	1.41101420009275	red2
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Stemphylium;Stemphylium lycopersici	0.718116441002928	0.176288248175241	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Stemphylium;unkn. Stemphylium(g)	2.01943790162094	0.569913135999487	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;unkn. Pleosporaceae(f);unkn. Pleosporaceae(f)	0.850719888477418	0.40578659100978	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;unkn. Pleosporales(o);Shiraia;Shiraia bambusicola	0.804857706019592	0.104319316368308	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;unkn. Pleosporales(o);Shiraia;unkn. Shiraia(g)	2.77523779855145	0.692118298578822	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;unkn. Pleosporales(o);unkn. Pleosporales(o);unkn. Pleosporales(o)	1.38890256408202	0.78223522061619	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;unkn. Pleosporales(o);unkn. Pleosporales(o);unkn. unkn. Pleosporales(o)(g)	2.02573772057898	0.473113654689913	gray23
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;unkn. Pleosporales(o);unkn. unkn. Pleosporales(o)(f);unkn. unkn. Pleosporales(o)(f)	3.10599457425508	0.733428956233401	gray23
Eukaryota;Ascomycota;Dothideomycetes;unkn. Dothideomycetes(c);unkn. Dothideomycetes(c);unkn. Dothideomycetes(c);unkn. Dothideomycetes(c)	1.17215951744319	1.22386188427269	gray23
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;unkn. Cladophialophora(g)	4.17373747537077	1.42794161764848	red2
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;unkn. Exophiala(g)	-0.805517576624155	0.103600131803979	gray23
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;unkn. Herpotrichiellaceae(f);unkn. Herpotrichiellaceae(f)	1.33989756068856	0.92594401899148	gray23
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;unkn. Chaetothyriales(o);unkn. Chaetothyriales(o);unkn. Chaetothyriales(o)	1.57947885327695	0.733428956233401	gray23
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;unkn. Aspergillus(g)	0.286795351446898	0.0490145569367878	gray23
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium rubens	1.03646921375242	0.469624338395146	gray23
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;unkn. Penicillium(g)	0.629898247011615	0.118048224269285	gray23
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;unkn. Aspergillaceae(f);unkn. Aspergillaceae(f)	0.420986735189825	0.172462633054271	gray23
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;unkn. Trichocomaceae(f);unkn. Trichocomaceae(f)	1.27658310540813	0.249581390956862	gray23
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;unkn. Eurotiales(o);unkn. Eurotiales(o);unkn. Eurotiales(o)	0.271089847905738	0.114324159715112	gray23
Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;unkn. Onygenales(o);unkn. Onygenales(o);unkn. Onygenales(o)	0.865592286157534	0.245440096747631	gray23
Eukaryota;Ascomycota;Eurotiomycetes;unkn. Eurotiomycetes(c);unkn. Eurotiomycetes(c);unkn. Eurotiomycetes(c);unkn. Eurotiomycetes(c)	0.800005957152471	0.608813667231463	gray23
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;unkn. Helotiaceae(f);unkn. Helotiaceae(f)	-0.385571341539596	0.0702196471651796	gray23
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;unkn. Sclerotiniaceae(f);unkn. Sclerotiniaceae(f)	-2.71666168501267	1.01742702280289	gray23
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;unkn. Helotiales(o);unkn. Helotiales(o);unkn. Helotiales(o)	0.133269184058899	0.0329460402773966	gray23
Eukaryota;Ascomycota;Leotiomycetes;unkn. Leotiomycetes(c);Pseudeurotiaceae;Pseudogymnoascus;Pseudogymnoascus destructans	-0.902627265937856	0.286061829806158	gray23
Eukaryota;Ascomycota;Leotiomycetes;unkn. Leotiomycetes(c);Pseudeurotiaceae;Pseudogymnoascus;Pseudogymnoascus pannorum	-0.299608555119994	0.0433651667702969	gray23
Eukaryota;Ascomycota;Leotiomycetes;unkn. Leotiomycetes(c);Pseudeurotiaceae;Pseudogymnoascus;Pseudogymnoascus verrucosus	-0.403470050246814	0.0994683821442658	gray23
Eukaryota;Ascomycota;Leotiomycetes;unkn. Leotiomycetes(c);Pseudeurotiaceae;Pseudogymnoascus;unkn. Pseudogymnoascus(g)	-0.374216629120302	0.190705007565856	gray23
Eukaryota;Ascomycota;Leotiomycetes;unkn. Leotiomycetes(c);Pseudeurotiaceae;unkn. Pseudeurotiaceae(f);unkn. Pseudeurotiaceae(f)	-0.434916345957792	0.102079221638186	gray23
Eukaryota;Ascomycota;Leotiomycetes;unkn. Leotiomycetes(c);unkn. Leotiomycetes(c);unkn. Leotiomycetes(c);unkn. Leotiomycetes(c)	-0.0826464403657812	0.0200392816371274	gray23
Eukaryota;Ascomycota;Leotiomycetes;unkn. Leotiomycetes(c);unkn. unkn. Leotiomycetes(c)(o);unkn. unkn. Leotiomycetes(c)(o);unkn. unkn. Leotiomycetes(c)(o)	0.292424547748738	0.0534695659756944	gray23
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Mattirolomyces;Mattirolomyces austroafricanus	4.32114209697629	0.380325723848687	gray23
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Mattirolomyces;Mattirolomyces spinosus	4.7836853371619	1.11515992166567	gray23
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;unkn. Pyronemataceae(f);unkn. Pyronemataceae(f)	-2.94288804618911	0.552259609676823	gray23
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;unkn. Saccharomycetales(o);unkn. Saccharomycetales(o);unkn. Saccharomycetales(o)	-1.0134745212109	0.322579006224013	gray23
Eukaryota;Ascomycota;Saccharomycetes;unkn. Saccharomycetes(c);unkn. Saccharomycetes(c);unkn. Saccharomycetes(c);unkn. Saccharomycetes(c)	-2.3137531852917	1.20475839241432	gray23
Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;unkn. Colletotrichum(g)	0.624945740415888	0.139612627902998	gray23
Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;unkn. Glomerellaceae(f);unkn. Glomerellaceae(f)	0.0688424851864877	0.019733720308706	gray23
Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Verticillium;Verticillium dahliae	0.186707571850816	0.0317609500064552	gray23
Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Verticillium;unkn. Verticillium(g)	-0.119545979436274	0.0146693955205907	gray23
Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;unkn. Plectosphaerellaceae(f);unkn. Plectosphaerellaceae(f)	1.05436433510493	0.441234948215463	gray23
Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;unkn. Glomerellales(o);unkn. Glomerellales(o);unkn. Glomerellales(o)	1.23000590048457	0.759954503216595	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Pochonia;Pochonia chlamydosporia	2.77649248400953	0.73585799891439	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;unkn. Clavicipitaceae(f);unkn. Clavicipitaceae(f)	0.00464717435704743	0.00129167012987495	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;unkn. Beauveria(g)	-0.264999742116391	0.0378015994514168	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;unkn. Cordyceps(g)	-0.0924864549945583	0.0103838123370142	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;unkn. Cordycipitaceae(f);unkn. Cordycipitaceae(f)	-0.0723301350183167	0.019733720308706	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;unkn. Trichoderma(g)	0.159572049773578	0.0355364936429721	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;unkn. Hypocreaceae(f);unkn. Hypocreaceae(f)	0.195567752767359	0.0566326260301662	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium fujikuroi	2.60123712093641	1.30058920036879	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium graminearum	2.823777937375	0.571484740209735	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium oxysporum	2.6871844597226	1.95974279217969	red2
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium pseudograminearum	3.19768748619381	0.709287552562582	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium solani	0.488755520913291	0.191379504765529	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium venenatum	1.10826503583351	0.164983009020142	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium verticillioides	3.82670396010835	0.682469475427856	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;[Nectria] haematococca	0.712279351909893	0.60166008259189	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;unkn. Fusarium(g)	1.4104651774011	0.807456667571171	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Ilyonectria;Ilyonectria destructans	-3.43047345135416	1.64290647010087	green2
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Ilyonectria;unkn. Ilyonectria(g)	-2.17455288766942	0.423952373750901	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;unkn. Nectriaceae(f);unkn. Nectriaceae(f)	1.13304995827684	0.552824592087295	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Hirsutella;Hirsutella vermicola	-4.47418641443608	0.660433000550847	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Purpureocillium;Purpureocillium lilacinum	4.76841343991428	4.89430642615663	red2
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Purpureocillium;unkn. Purpureocillium(g)	1.0287218442254	0.457491544832008	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;unkn. Ophiocordycipitaceae(f);unkn. Ophiocordycipitaceae(f)	0.488810331205323	0.12440593722341	gray23
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;unkn. Hypocreales(o);unkn. Hypocreales(o);unkn. Hypocreales(o)	0.556819453956206	0.269642241736975	gray23
Eukaryota;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;unkn. Magnaporthaceae(f);unkn. Magnaporthaceae(f)	0.610207385412955	0.122912984218513	gray23
Eukaryota;Ascomycota;Sordariomycetes;Magnaporthales;unkn. Magnaporthales(o);unkn. Magnaporthales(o);unkn. Magnaporthales(o)	0.872909257644654	0.261015972693009	gray23
Eukaryota;Ascomycota;Sordariomycetes;Microascales;Microascaceae;unkn. Microascaceae(f);unkn. Microascaceae(f)	-0.17187635467507	0.0156721476420303	gray23
Eukaryota;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;unkn. Sporothrix(g)	1.60453402539238	0.50469628478884	gray23
Eukaryota;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;unkn. Ophiostomataceae(f);unkn. Ophiostomataceae(f)	0.4991664750476	0.154239259908597	gray23
Eukaryota;Ascomycota;Sordariomycetes;Ophiostomatales;unkn. Ophiostomatales(o);unkn. Ophiostomatales(o);unkn. Ophiostomatales(o)	0.384470209223578	0.0723372845838228	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;Chaetomium globosum	-0.991964454625163	0.221097371028259	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;unkn. Chaetomium(g)	-0.580913154469462	0.119784720613271	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thermothelomyces;unkn. Thermothelomyces(g)	2.00150313785699	0.368400443477767	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thielavia;Thielavia terrestris	0.524383821481111	0.079120465103728	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thielavia;unkn. Thielavia(g)	0.779375199040791	0.242806822591569	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;unkn. Chaetomiaceae(f);unkn. Chaetomiaceae(f)	0.677621347370597	0.348342987912191	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Podospora;Podospora anserina	-0.683853371005656	0.0886898426824415	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Podospora;unkn. Podospora(g)	1.13469369583717	0.215539525910646	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;unkn. Lasiosphaeriaceae(f);unkn. Lasiosphaeriaceae(f)	1.05495669225138	0.215539525910646	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora crassa	1.12034869453802	0.187696511514223	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;unkn. Neurospora(g)	0.181125998883898	0.0223415285861015	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Sordaria;unkn. Sordaria(g)	0.886115429132354	0.192856172944758	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;unkn. Sordariaceae(f);unkn. Sordariaceae(f)	0.113367796474456	0.0174664760376897	gray23
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;unkn. Sordariales(o);unkn. Sordariales(o);unkn. Sordariales(o)	0.572903415096386	0.361011750460487	gray23
Eukaryota;Ascomycota;Sordariomycetes;Togniniales;Togniniaceae;Phaeoacremonium;Phaeoacremonium minimum	4.40250548746233	2.45833050842585	red2
Eukaryota;Ascomycota;Sordariomycetes;Togniniales;Togniniaceae;Phaeoacremonium;unkn. Phaeoacremonium(g)	3.55503967654879	1.4483317431794	red2
Eukaryota;Ascomycota;Sordariomycetes;Togniniales;Togniniaceae;unkn. Togniniaceae(f);unkn. Togniniaceae(f)	3.62419228845541	1.61231459785786	red2
Eukaryota;Ascomycota;Sordariomycetes;Togniniales;unkn. Togniniales(o);unkn. Togniniales(o);unkn. Togniniales(o)	0.90445556332921	0.214446804439908	gray23
Eukaryota;Ascomycota;Sordariomycetes;Xylariales;Sporocadaceae;Pestalotiopsis;unkn. Pestalotiopsis(g)	-1.70830478380536	0.426808230592764	gray23
Eukaryota;Ascomycota;Sordariomycetes;Xylariales;Sporocadaceae;unkn. Sporocadaceae(f);unkn. Sporocadaceae(f)	0.328212021480395	0.043444505257102	gray23
Eukaryota;Ascomycota;Sordariomycetes;unkn. Sordariomycetes(c);unkn. Sordariomycetes(c);unkn. Sordariomycetes(c);unkn. Sordariomycetes(c)	0.243886066289355	0.139964549552116	gray23
Eukaryota;Ascomycota;Sordariomycetes;unkn. Sordariomycetes(c);unkn. Sordariomycetes(c);unkn. Sordariomycetes(c);unkn. unkn. Sordariomycetes(c)(g)	-0.311594131495521	0.0292574265328201	gray23
Eukaryota;Ascomycota;Sordariomycetes;unkn. Sordariomycetes(c);unkn. Sordariomycetes(c);unkn. unkn. Sordariomycetes(c)(f);unkn. unkn. Sordariomycetes(c)(f)	0.546310221952533	0.0717177304802954	gray23
Eukaryota;Ascomycota;unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. Ascomycota(p);fungal endophyte MUT 585	-0.715337273825915	0.0729748619541024	gray23
Eukaryota;Ascomycota;unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. Ascomycota(p)	0.36162604100479	0.65593838229107	gray23
Eukaryota;Ascomycota;unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. unkn. Ascomycota(p)(g)	-0.213385022717704	0.0510334192923488	gray23
Eukaryota;Ascomycota;unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. unkn. Ascomycota(p)(f);unkn. unkn. Ascomycota(p)(f)	0.371896991493306	0.0802978360242385	gray23
Eukaryota;Ascomycota;unkn. Ascomycota(p);unkn. Ascomycota(p);unkn. unkn. Ascomycota(p)(o);unkn. unkn. Ascomycota(p)(o);unkn. unkn. Ascomycota(p)(o)	-0.252854759853889	0.043444505257102	gray23
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;unkn. Agaricales(o);unkn. Agaricales(o);unkn. Agaricales(o)	3.31341496450269	1.02189729689474	gray23
Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Rhizoctonia;Rhizoctonia solani	0.669976213667636	0.0761758326085682	gray23
Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Rhizoctonia;unkn. Rhizoctonia(g)	2.68759044491398	0.459505053825889	gray23
Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;unkn. Ceratobasidiaceae(f);unkn. Ceratobasidiaceae(f)	-0.286917296642934	0.026792765374581	gray23
Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella;Tulasnella sp. CLM417	-2.64770471273789	0.672829657782659	gray23
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Meripilaceae;Rigidoporus;Rigidoporus corticola	4.71368587749495	0.724326607058381	gray23
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Meripilaceae;Rigidoporus;Rigidoporus ginkgonis	3.81303076228164	0.4531427913801	gray23
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;unkn. Polyporaceae(f);unkn. Polyporaceae(f)	0.951988726576405	0.246742314340488	gray23
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;unkn. Polyporales(o);unkn. Polyporales(o);unkn. Polyporales(o)	0.483970692318669	0.0585458613999423	gray23
Eukaryota;Basidiomycota;Agaricomycetes;unkn. Agaricomycetes(c);unkn. Agaricomycetes(c);unkn. Agaricomycetes(c);unkn. Agaricomycetes(c)	0.914970602034742	0.388724126692263	gray23
Eukaryota;Basidiomycota;Exobasidiomycetes;Entylomatales;unkn. Entylomatales(o);unkn. Entylomatales(o);unkn. Entylomatales(o)	0.926632298750126	0.186489072727981	gray23
Eukaryota;Basidiomycota;Exobasidiomycetes;Entylomatales;unkn. Entylomatales(o);unkn. unkn. Entylomatales(o)(f);unkn. unkn. Entylomatales(o)(f)	1.6213614683703	0.54437723866824	gray23
Eukaryota;Basidiomycota;Exobasidiomycetes;unkn. Exobasidiomycetes(c);unkn. Exobasidiomycetes(c);unkn. Exobasidiomycetes(c);unkn. Exobasidiomycetes(c)	-0.217919712481075	0.0446317767945614	gray23
Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;unkn. Sporidiobolaceae(f);unkn. Sporidiobolaceae(f)	1.47139562258462	0.560934401316206	gray23
Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;unkn. Sporidiobolales(o);unkn. Sporidiobolales(o);unkn. Sporidiobolales(o)	-0.0363284769944096	0.0101403485775678	gray23
Eukaryota;Basidiomycota;Microbotryomycetes;unkn. Microbotryomycetes(c);unkn. Microbotryomycetes(c);unkn. Microbotryomycetes(c);unkn. Microbotryomycetes(c)	0.409995942720445	0.0764388160826691	gray23
Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;unkn. Trichosporonales(o);unkn. Trichosporonales(o);unkn. Trichosporonales(o)	0.565646198805095	0.0895308941335622	gray23
Eukaryota;Basidiomycota;Tremellomycetes;unkn. Tremellomycetes(c);unkn. Tremellomycetes(c);unkn. Tremellomycetes(c);unkn. Tremellomycetes(c)	-0.447602231232854	0.0585458613999423	gray23
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;unkn. Ustilaginaceae(f);unkn. Ustilaginaceae(f)	1.20593547663776	0.269642241736975	gray23
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;unkn. Ustilaginales(o);unkn. Ustilaginales(o);unkn. Ustilaginales(o)	-0.626594903415029	0.0896152797721133	gray23
Eukaryota;Basidiomycota;Ustilaginomycetes;unkn. Ustilaginomycetes(c);unkn. Ustilaginomycetes(c);unkn. Ustilaginomycetes(c);unkn. Ustilaginomycetes(c)	0.143379636878811	0.0378015994514168	gray23
Eukaryota;Basidiomycota;unkn. Basidiomycota(p);unkn. Basidiomycota(p);unkn. Basidiomycota(p);unkn. Basidiomycota(p);unkn. Basidiomycota(p)	0.381048024340131	0.578904647169812	gray23
Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;unkn. Chlamydomonadaceae(f);unkn. Chlamydomonadaceae(f)	1.21036504834202	0.192856172944758	gray23
Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;unkn. Chlamydomonadales(o);unkn. Chlamydomonadales(o);unkn. Chlamydomonadales(o)	0.384283377479401	0.0958211332947566	gray23
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;unkn. Sphaeropleales(o);unkn. Sphaeropleales(o);unkn. Sphaeropleales(o)	-0.520875169119291	0.0963531693880192	gray23
Eukaryota;Chlorophyta;Chlorophyceae;unkn. Chlorophyceae(c);unkn. Chlorophyceae(c);unkn. Chlorophyceae(c);unkn. Chlorophyceae(c)	0.280189890182142	0.0858286471533524	gray23
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;unkn. Mamiellaceae(f);unkn. Mamiellaceae(f)	1.68183815248014	0.640576543684765	gray23
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;unkn. Mamiellales(o);unkn. Mamiellales(o);unkn. Mamiellales(o)	-0.240803951781899	0.0687720380952406	gray23
Eukaryota;Chlorophyta;Mamiellophyceae;unkn. Mamiellophyceae(c);unkn. Mamiellophyceae(c);unkn. Mamiellophyceae(c);unkn. Mamiellophyceae(c)	0.770759060114968	0.267569799528914	gray23
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;unkn. Chlorellaceae(f);unkn. Chlorellaceae(f)	-0.169391780388832	0.0379929236827265	gray23
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;unkn. Chlorellales(o);unkn. Chlorellales(o);unkn. Chlorellales(o)	1.25288386567357	0.578467906345288	gray23
