"OTU","90543_ID2592_1-A-HOBBS-A001-A03_S91_L001_R1_001","90544_ID2592_2-B-HOBBS-A001-B03_S92_L001_R1_001","90545_ID2592_3-C-HOBBS-A001-C03_S93_L001_R1_001","90546_ID2592_4-D-HOBBS-A001-D03_S94_L001_R1_001","90547_ID2592_5-A-RROSE-A001-E03_S95_L001_R1_001","90548_ID2592_6-C-RROSE-1-A001-F03_S96_L001_R1_001","90549_ID2592_7-C-RROSE-2-A001-G03_S97_L001_R1_001","90550_ID2592_8-D-RROSE-A001-H03_S98_L001_R1_001","90551_ID2592_9-A-DENVER-A001-A04_S99_L001_R1_001","90552_ID2592_10-B-DENVER-A001-B04_S100_L001_R1_001","90553_ID2592_11-C-DENVER-A001-C04_S101_L001_R1_001","90554_ID2592_12-D-DENVER-A001-D04_S102_L001_R1_001","90555_ID2592_13-A-KSW2-A001-E04_S103_L001_R1_001","90556_ID2592_14-B-KSW2-A001-F04_S104_L001_R1_001","90557_ID2592_15-C-KSW2-A001-G04_S105_L001_R1_001","90558_ID2592_16-D-KSW2-A001-H04_S106_L001_R1_001","90559_ID2600_1-SB1-A001-A03_S219_L004_R1_001","90560_ID2600_2-SB2-A001-B03_S220_L004_R1_001","90561_ID2600_3-SB3-A001-C03_S221_L004_R1_001","90562_ID2600_4-SB4-A001-D03_S222_L004_R1_001","90563_ID2600_5-SB5-A001-E03_S223_L004_R1_001","90564_ID2600_6-SB6-A001-F03_S224_L004_R1_001","Taxonomic lineage"
"Methyloceanibacter","0.00388","0.00543","0.00656","0.00456","0.00638","0.00841","0.00718","0.00938","0.00397","0.00492","0.01366","0.01089","0.00119","0.004","0.00341","0.00254","0.0013","0.00082","0.00219","0.00542","0.00495","0.00551","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;unkn. Rhizobiales(o);Methyloceanibacter"
"Methylocella","0.00109","0.00235","0.00184","0.00252","0.00323","0.0035","0.00113","0.00212","0.00136","0.00232","0.00196","0.00194","0.00077","0.001","0.00196","0.00127","0.00052","0.00082","0.00063","0.00038","0.00067","0.00073","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocella"
"Methylococcus","0.00016","0.0006","0.0004","0.00057","0.00023","0.00034","0.00048","0.00033","0","0.00019","0.0003","0.0004","0.00021","0.00015","0.00058","8.0E-5","0.00052","0.0002","0.00049","0.00031","0.00059","0.00028","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus"
"Methylocystis","0.00217","0.00436","0.00408","0.00374","0.0036","0.00519","0.00428","0.00502","0.00271","0.0038","0.00423","0.00492","0.00189","0.00254","0.00218","0.0022","0.00165","0.00266","0.00155","0.00198","0.00147","0.00184","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis"
"Methylomicrobium","0.00016","0","0","8.0E-5","0","0","0","0","0","0","0","8.0E-5","0","0","7.0E-5","0","0","0","0","0","0.00013","0","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium"
"Methylomonas","0","0.00054","0.00024","0.00033","8.0E-5","0.00017","8.0E-5","0","0.00039","9.0E-5","8.0E-5","0.00016","7.0E-5","0.00023","7.0E-5","0.00017","0.00017","0","0.00035","8.0E-5","0.00013","3.0E-5","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas"
"Methylophaga","0.00016","0","0","8.0E-5","8.0E-5","0","0","0","0","0","0","8.0E-5","0","0.00023","0","0","0","0","0","0","0","0","Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga"
"Methylophilus","0.00155","0.00013","8.0E-5","0","0.00015","0","0.00073","0.00011","0.00116","0.00019","0.00015","0.00081","0","0","0","0","0","0.0002","0.00056","0.00084","0.00025","0","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus"
"Methylopila","0","0","0","0","0","0","0","0","0","0","0","0.00016","7.0E-5","0","0","8.0E-5","0","0","0","0","4.0E-5","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylopila"
"Methylorubrum","0.01489","0.01852","0.01935","0.01677","0.03443","0.02998","0.02743","0.01931","0.18641","0.21444","0.05012","0.03913","0.26264","0.01869","0.01465","0.06392","0.02831","0.03763","0.05063","0.08535","0.03564","0.03876","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylorubrum"
"Methylosinus","0.00171","0.00382","0.00448","0.00366","0.00383","0.00581","0.0046","0.00513","0.00213","0.00315","0.00498","0.00605","0.00175","0.00346","0.00305","0.00237","0.00347","0.00266","0.00233","0.00115","0.00189","0.0013","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus"
"Methylosulfonomonas","0","0","0","0","0.00038","0.00017","0","0","0","0","0","0.00016","0","0","0","8.0E-5","0.00017","0","0","0","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;unkn. Rhizobiales(o);Methylosulfonomonas"
"Methylotenera","0.00915","0.0002","0.00032","8.0E-5","0.00135","0.00017","0.00032","0","0.00048","9.0E-5","0.00023","0.0004","0.00042","0.00015","0.00044","0.00025","0","0","0.00247","0.00176","0.00164","0.00037","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera"
"Methyloversatilis","0.00434","0.00161","0.0024","0.00317","0.00203","0.00141","0.00129","0.00201","0.00213","0.00223","0.00272","0.00258","0.0014","0.00192","0.00167","0.00161","0.00191","0.00307","0.00233","0.00176","0.00214","0.00305","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Methyloversatilis"
"Methylovorus","0.00202","0.00054","0.00024","0.00065","0.0006","6.0E-5","0.00024","0.00011","0.00136","0.00028","0.00015","0.00065","0.00014","8.0E-5","0.00022","8.0E-5","0","0","0","0.00053","0.00029","6.0E-5","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylovorus"
"Methylovulum","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","8.0E-5","0","0","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum"
"Metroxylon","0.00016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;Liliopsida;Arecales;Arecaceae;Metroxylon"
"Metschnikowia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","8.0E-5","0","0","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia"
"Micavibrio","0.00016","0.0002","0.0004","0.00041","8.0E-5","0.00017","0.0004","0","0.00019","0.00028","0.00083","0.00065","0","0","0","0","0","0.00041","0","8.0E-5","0","6.0E-5","Bacteria;Proteobacteria;Alphaproteobacteria;unkn. Alphaproteobacteria(c);unkn. Alphaproteobacteria(c);Micavibrio"
"Micractinium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Micractinium"
"Microascus","0.00016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Microascus"
"Microbacterium","0.20632","0.0634","0.18061","0.06177","1.01585","0.23739","0.39158","0.31163","0.58511","0.44484","0.34392","0.53206","0.33763","0.10175","0.10684","0.11139","0.15017","0.23008","0.2664","0.35399","0.2202","0.19177","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium"
"Microbispora","0","7.0E-5","0.00016","0","0.00038","0.0009","0.00097","0.00022","0.00029","0.00074","0.00015","0.00032","0.00028","0.001","0.00044","0.00059","0","0","0.00014","0","0","0.00011","Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microbispora"
"Microbulbifer","0.00093","0.00168","0.00144","0.00098","0.00083","0.00056","8.0E-5","0.00056","0.00242","0.00195","0.00098","0.00153","0.00014","0","0.00022","0.00034","0.00026","0","0.00028","0","0.0005","8.0E-5","Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer"
"Microcebus","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","7.0E-5","8.0E-5","0","0","Eukaryota;Chordata;Mammalia;Primates;Cheirogaleidae;Microcebus"
"Microcella","0.00093","0.00161","0.00312","0.00155","0.0048","0.00169","0.00403","0.00223","0.00456","0.00306","0.00566","0.00686","0.00371","0.00038","0.00131","0.0017","0.0046","0.00409","0.00451","0.0029","0.00247","0.00252","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microcella"
"Microchaete","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;Rivulariaceae;Microchaete"
"Micrococcus","0.00124","0.00114","0.0012","0.00114","0.00278","0.00175","0.00258","0.00402","0.00204","0.00158","0.00113","0.00186","0.00224","0.00154","0.00203","0.00297","0.00217","0.00266","0.00169","0.00282","0.0021","0.00393","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus"
"Microcoleus","0","0","0","0","0","0.00011","0.00024","0","0","0.00631","0.0003","0.00024","7.0E-5","0","0.00073","0","0.01798","0.0002","0.00134","0.0045","0.07798","0.00427","Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Oscillatoriales;Microcoleaceae;Microcoleus"
"Microcystis","0","0.00013","0","8.0E-5","0","0","0","0","0","0","0","8.0E-5","0.00014","0","0","8.0E-5","0.00017","0","0","0","0.00021","0","Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Chroococcales;Microcystaceae;Microcystis"
"Microdochiella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Eukaryota;Ascomycota;Orbiliomycetes;Orbiliales;unkn. Orbiliales(o);Microdochiella"
"Microdochium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","Eukaryota;Ascomycota;Sordariomycetes;Xylariales;Microdochiaceae;Microdochium"
"Microdorylaimus","0","0","8.0E-5","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Nematoda;Enoplea;Dorylaimida;Qudsianematidae;Microdorylaimus"
"Microlunatus","0.01877","0.00624","0.01327","0.01025","0.07133","0.02845","0.02977","0.02824","0.01231","0.02728","0.02325","0.02356","0.03267","0.02115","0.01828","0.04815","0.02137","0.02761","0.04019","0.04374","0.03463","0.03401","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus"
"Micromeria","0.00016","0","8.0E-5","8.0E-5","0","0","0","0","0","0.00019","0","0","7.0E-5","0","7.0E-5","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Lamiaceae;Micromeria"
"Micromonas","0","7.0E-5","0","0","0","0","0.00016","0.00022","0.0001","0","8.0E-5","0.00016","0","0.00023","7.0E-5","0.00051","9.0E-5","0","0.00049","0","8.0E-5","3.0E-5","Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas"
"Micromonospora","0.55691","0.39876","0.71749","0.25815","0.67526","1.16579","1.11715","1.03278","0.90879","0.64629","0.45896","0.6631","1.39006","2.0274","1.45388","1.50866","0.52493","0.44707","0.50121","0.4921","0.50107","0.33786","Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora"
"Micronuclearia","0.00016","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);Rigifilida;unkn. Rigifilida(o);Micronuclearia"
"Microplitis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00017","0","7.0E-5","8.0E-5","0.00013","3.0E-5","Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Microplitis"
"Micropruina","0.00109","0.00067","0.00144","0.00114","0.00255","0.0009","0.00169","0.001","0.00107","0.00176","0.00136","0.00153","0.00238","0.00154","0.0008","0.00475","0.00052","0.00327","0.0024","0.00298","0.00172","0.00308","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Micropruina"
"Microsporum","0","0","0","0","0","0","0","0","0.0001","0","0","0","0","0","0","0","0","0","0.00014","0","0","0","Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Microsporum"
"Microterricola","0.01132","0.00631","0.00999","0.007","0.01553","0.00745","0.01154","0.01083","0.01667","0.01503","0.01555","0.01573","0.01406","0.00315","0.00646","0.00653","0.0112","0.01452","0.01446","0.01298","0.01124","0.01196","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microterricola"
"Microtetraspora","0","0","0","0","0","0","0","0.00011","0","0","0","8.0E-5","0.00014","0","0","0","0","0.0002","0","8.0E-5","0","0","Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microtetraspora"
"Microvirga","0.20555","0.08681","0.13056","0.12932","0.26769","0.17258","0.34713","0.17858","0.21171","0.25016","0.32694","0.2302","1.44841","0.17728","0.11133","1.0932","0.14704","0.25953","0.54874","0.62646","0.57981","0.61449","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga"
"Microvirgula","0.00047","0.0002","0.00016","0.00057","0.00038","0.00034","0.00024","0.00011","0.00019","0.00019","0.00045","0.00048","0.00014","0.00031","0.00015","0.00025","0.00026","0.00225","0.00056","0.00046","0.00075","0.00059","Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Microvirgula"
"Millettia","0.00016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Fabales;Fabaceae;Millettia"
"Minicystis","0.00729","0.02254","0.01767","0.02189","0.01133","0.01671","0.01726","0.01094","0.02414","0.03832","0.02416","0.02461","0.02015","0.01584","0.02415","0.02043","0.0271","0.03702","0.03145","0.02542","0.03903","0.02267","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unkn. Myxococcales(o);Minicystis"
"Miniimonas","0.0031","0.00235","0.00288","0.00277","0.00428","0.00305","0.00395","0.00491","0.00378","0.00427","0.00332","0.00323","0.00658","0.00392","0.00442","0.00543","0.00287","0.0047","0.00402","0.00305","0.00256","0.00336","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Beutenbergiaceae;Miniimonas"
"Miniopterus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","Eukaryota;Chordata;Mammalia;Chiroptera;Vespertilionidae;Miniopterus"
"Miscanthus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00026","0","0","0","0","0","Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Miscanthus"
"Misodendrum","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Santalales;Misodendraceae;Misodendrum"
"Mitopus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","Eukaryota;Arthropoda;Arachnida;Opiliones;Phalangiidae;Mitopus"
"Mitosporidium","0.00016","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","Eukaryota;Microsporidia;unkn. Microsporidia(p);unkn. Microsporidia(p);unkn. Microsporidia(p);Mitosporidium"
"Mitraria","0.00016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Gesneriaceae;Mitraria"
"Mitsuaria","0.02637","0.00986","0.01495","0.01571","0.02408","0.00666","0.02073","0.01027","0.0252","0.01967","0.01547","0.01985","0.01854","0.01423","0.01784","0.01127","0.10943","0.03968","0.02412","0.0313","0.01899","0.02929","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unkn. Burkholderiales(o);Mitsuaria"
"Mitsuokella","0","7.0E-5","0","0","0.00015","6.0E-5","0","0","0","0.00028","0.00015","0","0.00028","8.0E-5","0","0.00034","9.0E-5","0.00041","0.00014","0.00015","0","0.00017","Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella"
"Mobiluncus","0","0","0","0","0","6.0E-5","0","0","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Mobiluncus"
"Modestobacter","0.047","0.01986","0.0315","0.03247","0.12511","0.08022","0.16288","0.07255","0.06824","0.07089","0.08975","0.08004","0.68163","0.08191","0.05875","0.46963","0.09641","0.32313","0.36766","0.22658","0.25307","0.20359","Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Modestobacter"
"Moesziomyces","0","0","0","0","0","6.0E-5","0","0","0","9.0E-5","0","0","0","0","0","0","0","0","0","0","0.00013","0.00014","Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces"
"Mogibacterium","0","7.0E-5","0","0","0","6.0E-5","0","0.00011","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","4.0E-5","0.00017","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Mogibacterium"
"Momordica","0","0","8.0E-5","0","0","0","0","0","0","0.00019","0","0","0","8.0E-5","7.0E-5","0","0","0","0","0","4.0E-5","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Cucurbitales;Cucurbitaceae;Momordica"
"Monacrosporium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","Eukaryota;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Monacrosporium"
"Monarda","0.04297","0.01006","0.01215","0.0162","0.00465","0.00068","0.00048","0.00871","0.00998","0.00817","0.00098","0.00274","0.00525","0.01484","0.01008","0.00153","0.0053","0.00082","7.0E-5","0.00107","0.00143","0.00059","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Lamiaceae;Monarda"
"Monilia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Monilia"
"Monilinia","0","0","0","0","0","0","0","0","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Monilinia"
"Moniliophthora","0","0","0","0","0","0","0","0","0","0","0","0","0.00014","8.0E-5","7.0E-5","0","0.00061","0","0","0","0","0","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Moniliophthora"
"Monocystis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","Eukaryota;Apicomplexa;Conoidasida;Eugregarinorida;Monocystidae;Monocystis"
"Monodelphis","0","0","0","0","0","0","0","0.00011","0","0","0","0","0","0","0","0","0.00035","0","0.00014","0.00015","8.0E-5","6.0E-5","Eukaryota;Chordata;Mammalia;Didelphimorphia;Didelphidae;Monodelphis"
"Monoicomyces","0.00016","7.0E-5","0","0.00016","0","0","0","0","0.0001","0","0","0","0","8.0E-5","0","0","0","0","0","8.0E-5","0","0","Eukaryota;Ascomycota;Laboulbeniomycetes;Laboulbeniales;Laboulbeniaceae;Monoicomyces"
"Monomastix","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","Eukaryota;Chlorophyta;Mamiellophyceae;Monomastigales;Monomastigaceae;Monomastix"
"Monomorium","0.00124","0.00228","0.00192","0.0013","0.00053","0.00079","0.00137","0.00134","0.00107","0.00056","0.00068","0.00016","0.00014","0.00031","0.00065","0.00017","0.00017","0.00082","0.00063","0.00107","0.00055","0.00096","Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Monomorium"
"Monoraphidium","0","7.0E-5","0.00016","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","0","0","0","0","8.0E-5","0","3.0E-5","Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium"
"Monosiga","0.00047","0.00047","0.00032","0.00073","0.0006","0.00056","0.00016","0.00011","0.00039","0.00028","0.00143","0.00097","0.00035","0","7.0E-5","0.00017","0.0013","0.00082","0.00543","0.00305","0.00465","0.00164","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);Choanoflagellida;Salpingoecidae;Monosiga"
"Monotropa","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Ericales;Ericaceae;Monotropa"
"Montinia","0","7.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Solanales;Montiniaceae;Montinia"
"Moorea","0","0","0","0","0","0.00011","8.0E-5","0","0","0","0","0","0.00021","0","0","8.0E-5","0","0","0","0","4.0E-5","3.0E-5","Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Oscillatoriales;Oscillatoriaceae;Moorea"
"Moorella","0","0","0","0","8.0E-5","0.00011","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00023","0","6.0E-5","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella"
"Moraxella","0","0","0","8.0E-5","0","0.00011","8.0E-5","0","0.0001","0.00028","8.0E-5","8.0E-5","0","0","0","0","0.00156","0.00286","0","0.00038","0.00025","0.00122","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella"
"Morchella","0","7.0E-5","0","0","0","0","0","0","0","9.0E-5","8.0E-5","0","0.00021","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Morchellaceae;Morchella"
"Mordavella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0E-5","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Mordavella"
"Morganella","0","0","0","8.0E-5","0","0","0","0","0","9.0E-5","8.0E-5","0","7.0E-5","8.0E-5","0","0","0","0","0","8.0E-5","0","0","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella"
"Moringa","0","7.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Brassicales;Moringaceae;Moringa"
"Mortierella","0.00047","0.00034","0","0.00057","0.0009","0.0004","0.00137","0.00045","0.00029","0","0.00053","0.0004","0.00035","0","7.0E-5","0.00017","0.00017","0.00082","0.00078","0.0013","0.00092","0.00093","Eukaryota;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella"
"Morus","0.00031","0.00013","0.00024","0","0","0","0","0","0.0001","0","0","8.0E-5","0","0.00046","7.0E-5","0","0","0","7.0E-5","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Rosales;Moraceae;Morus"
"Mostuea","0","7.0E-5","0","0.00016","0","0","0","0","0","9.0E-5","0","0","0","0","7.0E-5","0","0","0","0","0","8.0E-5","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Gentianales;Loganiaceae;Mostuea"
"Mucilaginibacter","0.00124","0.00067","0.00112","0.00073","0.00038","0.00034","0.00056","0.00011","0.00223","0.00074","0.0003","0.00065","0.0007","0.00077","0.00044","8.0E-5","0.00547","0.00307","0.00317","0.00061","0.00356","0.00073","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter"
"Mucor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00014","0","0","0","Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor"
"Mumia","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Mumia"
